CASRNUID	CASRN	TestSubstance_ChemName	Molecular_Formular	IUPAC_Name	InChI	InChIKey	SMILES
2955	20711-10-8	(Z)-11-Tetradecenyl acetate	C16H30O2	[(Z)-tetradec-11-enyl] acetate	InChI=1S/C16H30O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-18-16(2)17/h4-5H,3,6-15H2,1-2H3/b5-4-	YJINQJFQLQIYHX-PLNGDYQASA-N	CC\C=C/CCCCCCCCCCOC(C)=O
2956	207233-91-8	Sodium 2,3-dimercaptopropanesulfonate hydrate	C3H9NaO4S3	sodium;2,3-bis(sulfanyl)propane-1-sulfonate;hydrate	InChI=1S/C3H8O3S3.Na.H2O/c4-9(5,6)2-3(8)1-7;;/h3,7-8H,1-2H2,(H,4,5,6);;1H2/q;+1;/p-1	XMUHNMQFDVIWGU-UHFFFAOYSA-M	O.[Na+].[O-]S(=O)(=O)CC(S)CS
2957	207386-92-3	8-Hydroxyquinoline-5-sulfonic acid hydrate (1:x)	C9H9NO5S	8-hydroxyquinoline-5-sulfonic acid;hydrate	InChI=1S/C9H7NO4S.H2O/c11-7-3-4-8(15(12,13)14)6-2-1-5-10-9(6)7;/h1-5,11H,(H,12,13,14);1H2	WUXYGIQVWKDVTJ-UHFFFAOYSA-N	C1=CC2=C(C=CC(=C2N=C1)O)S(=O)(=O)O.O
2958	207569-02-6	1,5-Naphthalenedisulfonic acid, disodium salt hydrate	C10H8Na2O7S2	disodium;naphthalene-1,5-disulfonate;hydrate	InChI=1S/C10H8O6S2.2Na.H2O/c11-17(12,13)9-5-1-3-7-8(9)4-2-6-10(7)18(14,15)16;;;/h1-6H,(H,11,12,13)(H,14,15,16);;;1H2/q;2*+1;/p-2	FZXBIEHUTPZICY-UHFFFAOYSA-L	O.[Na+].[Na+].[O-]S(=O)(=O)C1=CC=CC2=C1C=CC=C2S([O-])(=O)=O
2959	207572-66-5	Pirlindole mesylate	C16H22N2O3S		InChI=1S/C15H18N2.CH4O3S/c1-10-5-6-14-12(9-10)11-3-2-4-13-15(11)17(14)8-7-16-13;1-5(2,3)4/h5-6,9,13,16H,2-4,7-8H2,1H3;1H3,(H,2,3,4)	PVUYTBQAVAYLDE-UHFFFAOYSA-N	CS(O)(=O)=O.CC1=CC=C2N3CCNC4CCCC(=C34)C2=C1
2960	207671-44-1	Quinine hemisulfate salt monohydrate	C40H54N4O10S	(R)-[(2S,4S,5R)-5-ethenyl-1-azabicyclo[2.2.2]octan-2-yl]-(6-methoxyquinolin-4-yl)methanol;sulfuric acid;dihydrate	InChI=1S/2C20H24N2O2.H2O4S.2H2O/c2*1-3-13-12-22-9-7-14(13)10-19(22)20(23)16-6-8-21-18-5-4-15(24-2)11-17(16)18;1-5(2,3)4;;/h2*3-6,8,11,13-14,19-20,23H,1,7,9-10,12H2,2H3;(H2,1,2,3,4);2*1H2/t2*13-,14-,19-,20+;;;/m00.../s1	ZHNFLHYOFXQIOW-LPYZJUEESA-N	O.O.OS(O)(=O)=O.COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1.COC1=CC=C2N=CC=C([C@@H](O)[C@@H]3C[C@@H]4CC[N@]3C[C@@H]4C=C)C2=C1
2961	207736-05-8	CI-1029	C28H37NO4S	(2S)-2-[2-(4-aminophenyl)ethyl]-5-[2-tert-butyl-4-(hydroxymethyl)-5-methylphenyl]sulfanyl-4-hydroxy-2-propan-2-yl-3H-pyran-6-one	InChI=1S/C28H37NO4S/c1-17(2)28(12-11-19-7-9-21(29)10-8-19)15-23(31)25(26(32)33-28)34-24-13-18(3)20(16-30)14-22(24)27(4,5)6/h7-10,13-14,17,30-31H,11-12,15-16,29H2,1-6H3/t28-/m0/s1	ZUBPKHVCBGWWGO-NDEPHWFRSA-N	CC(C)[C@]1(CCC2=CC=C(N)C=C2)CC(O)=C(SC2=CC(C)=C(CO)C=C2C(C)(C)C)C(=O)O1
2962	2078-54-8	Propofol	C12H18O	2,6-di(propan-2-yl)phenol	InChI=1S/C12H18O/c1-8(2)10-6-5-7-11(9(3)4)12(10)13/h5-9,13H,1-4H3	OLBCVFGFOZPWHH-UHFFFAOYSA-N	CC(C)C1=CC=CC(C(C)C)=C1O
2963	20780-48-7	3,7-Dimethyloctan-3-yl acetate	C12H24O2	3,7-dimethyloctan-3-yl acetate	InChI=1S/C12H24O2/c1-6-12(5,14-11(4)13)9-7-8-10(2)3/h10H,6-9H2,1-5H3	RBKRCARRXLFUGJ-UHFFFAOYSA-N	CCC(C)(CCCC(C)C)OC(C)=O
2964	207801-27-2	Yohimbic acid monohydrate	C20H26N2O4	(1S,15R,18S,19R,20S)-18-hydroxy-1,3,11,12,14,15,16,17,18,19,20,21-dodecahydroyohimban-19-carboxylic acid;hydrate	InChI=1S/C20H24N2O3.H2O/c23-17-6-5-11-10-22-8-7-13-12-3-1-2-4-15(12)21-19(13)16(22)9-14(11)18(17)20(24)25;/h1-4,11,14,16-18,21,23H,5-10H2,(H,24,25);1H2/t11-,14-,16-,17-,18+;/m0./s1	UXXCUDYYOMDFPX-GPRFVYSASA-N	O.O[C@H]1CC[C@H]2CN3CCC4=C(NC5=C4C=CC=C5)[C@@H]3C[C@@H]2[C@H]1C(O)=O
2965	207844-01-7	Mitiglinide calcium dihydrate	C38H52CaN2O8	calcium;(2S)-4-[(3aR,7aS)-1,3,3a,4,5,6,7,7a-octahydroisoindol-2-yl]-2-benzyl-4-oxobutanoate;dihydrate	InChI=1S/2C19H25NO3.Ca.2H2O/c2*21-18(20-12-15-8-4-5-9-16(15)13-20)11-17(19(22)23)10-14-6-2-1-3-7-14;;;/h2*1-3,6-7,15-17H,4-5,8-13H2,(H,22,23);;2*1H2/q;;+2;;/p-2/t2*15-,16+,17-;;;/m00.../s1	QEVLNUAVAONTEW-UZYHXJQGSA-L	O.O.[Ca++].[O-]C(=O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)CC1=CC=CC=C1.[O-]C(=O)[C@H](CC(=O)N1C[C@H]2CCCC[C@H]2C1)CC1=CC=CC=C1
2966	2079-89-2	3-Aminopropionitrile fumarate	C10H16N4O4	3-aminopropanenitrile;(E)-but-2-enedioic acid	InChI=1S/C4H4O4.2C3H6N2/c5-3(6)1-2-4(7)8;2*4-2-1-3-5/h1-2H,(H,5,6)(H,7,8);2*1-2,4H2/b2-1+;;	NYMXYZMHOZAPHQ-SEPHDYHBSA-N	NCCC#N.NCCC#N.OC(=O)\C=C\C(O)=O
2967	208-96-8	Acenaphthylene	C12H8	acenaphthylene	InChI=1S/C12H8/c1-3-9-4-2-6-11-8-7-10(5-1)12(9)11/h1-8H	HXGDTGSAIMULJN-UHFFFAOYSA-N	C1=CC2=C3C1=CC=CC3=CC=C2
2968	2081-08-05	Bisphenol E	C14H14O2	4-[1-(4-hydroxyphenyl)ethyl]phenol	InChI=1S/C14H14O2/c1-10(11-2-6-13(15)7-3-11)12-4-8-14(16)9-5-12/h2-10,15-16H,1H3	HCNHNBLSNVSJTJ-UHFFFAOYSA-N	CC(C1=CC=C(O)C=C1)C1=CC=C(O)C=C1
2969	2082-81-7	Butane-1,4-diyl bis(2-methylprop-2-enoate)	C12H18O4	4-(2-methylprop-2-enoyloxy)butyl 2-methylprop-2-enoate	InChI=1S/C12H18O4/c1-9(2)11(13)15-7-5-6-8-16-12(14)10(3)4/h1,3,5-8H2,2,4H3	XOJWAAUYNWGQAU-UHFFFAOYSA-N	CC(=C)C(=O)OCCCCOC(=O)C(C)=C
2970	20830-75-5	Digoxin	C41H64O14	3-[(3S,5R,8R,9S,10S,12R,13S,14S,17R)-3-[(2R,4S,5S,6R)-5-[(2S,4S,5S,6R)-5-[(2S,4S,5S,6R)-4,5-dihydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-4-hydroxy-6-methyloxan-2-yl]oxy-12,14-dihydroxy-10,13-dimethyl-1,2,3,4,5,6,7,8,9,11,12,15,16,17-tetradecahydrocyclopenta[a]phenanthren-17-yl]-2H-furan-5-one	InChI=1S/C41H64O14/c1-19-36(47)28(42)15-34(50-19)54-38-21(3)52-35(17-30(38)44)55-37-20(2)51-33(16-29(37)43)53-24-8-10-39(4)23(13-24)6-7-26-27(39)14-31(45)40(5)25(9-11-41(26,40)48)22-12-32(46)49-18-22/h12,19-21,23-31,33-38,42-45,47-48H,6-11,13-18H2,1-5H3/t19-,20-,21-,23-,24+,25-,26-,27+,28+,29+,30+,31-,33+,34+,35+,36-,37-,38-,39+,40+,41+/m1/s1	LTMHDMANZUZIPE-PUGKRICDSA-N	C[C@H]1O[C@H](C[C@H](O)[C@@H]1O)O[C@H]1[C@@H](O)C[C@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3CC[C@@]4(C)[C@H](CC[C@@H]5[C@@H]4C[C@@H](O)[C@]4(C)[C@H](CC[C@]54O)C4=CC(=O)OC4)C3)O[C@@H]2C)O[C@@H]1C
2971	20830-81-3	Daunorubicin	C27H29NO10	(7S,9S)-9-acetyl-7-[(2R,4S,5S,6S)-4-amino-5-hydroxy-6-methyloxan-2-yl]oxy-6,9,11-trihydroxy-4-methoxy-8,10-dihydro-7H-tetracene-5,12-dione	InChI=1S/C27H29NO10/c1-10-22(30)14(28)7-17(37-10)38-16-9-27(35,11(2)29)8-13-19(16)26(34)21-20(24(13)32)23(31)12-5-4-6-15(36-3)18(12)25(21)33/h4-6,10,14,16-17,22,30,32,34-35H,7-9,28H2,1-3H3/t10-,14-,16-,17-,22+,27-/m0/s1	STQGQHZAVUOBTE-VGBVRHCVSA-N	COC1=C2C(=O)C3=C(C(O)=C4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O)[C@H](C)O5)C4=C3O)C(C)=O)C(=O)C2=CC=C1
2972	208993-54-8	Fiduxosin hydrochloride	C30H30ClN5O4S	3-[4-[(3aR,9bR)-9-methoxy-3,3a,4,9b-tetrahydro-1H-chromeno[3,4-c]pyrrol-2-yl]butyl]-8-phenyl-1H-pyrazino[1,2]thieno[3,4-b]pyrimidine-2,4-dione;hydrochloride	InChI=1S/C30H29N5O4S.ClH/c1-38-22-10-7-11-23-24(22)20-16-34(15-19(20)17-39-23)12-5-6-13-35-29(36)27-25(33-30(35)37)26-28(40-27)31-14-21(32-26)18-8-3-2-4-9-18;/h2-4,7-11,14,19-20H,5-6,12-13,15-17H2,1H3,(H,33,37);1H/t19-,20-;/m1./s1	OFPMGRPQOZABPO-GZJHNZOKSA-N	Cl.COC1=C2[C@@H]3CN(CCCCN4C(=O)NC5=C(SC6=C5N=C(C=N6)C5=CC=CC=C5)C4=O)C[C@@H]3COC2=CC=C1
2973	20917-49-1	Nitrosoheptamethyleneimine	C7H14N2O	1-nitrosoazocane	InChI=1S/C7H14N2O/c10-8-9-6-4-2-1-3-5-7-9/h1-7H2	RCFKQVLHWYOSFF-UHFFFAOYSA-N	O=NN1CCCCCCC1
2974	2094-98-6	1,1'-Diazene-1,2-diyldicyclohexanecarbonitrile	C14H20N4	1-[(1-cyanocyclohexyl)diazenyl]cyclohexane-1-carbonitrile	InChI=1S/C14H20N4/c15-11-13(7-3-1-4-8-13)17-18-14(12-16)9-5-2-6-10-14/h1-10H2	KYIKRXIYLAGAKQ-UHFFFAOYSA-N	N#CC1(CCCCC1)N=NC1(CCCCC1)C#N
2975	2094-99-7	1-(2-Isocyanatopropan-2-yl)-3-(prop-1-en-2-yl)benzene	C13H15NO	1-(2-isocyanatopropan-2-yl)-3-prop-1-en-2-ylbenzene	InChI=1S/C13H15NO/c1-10(2)11-6-5-7-12(8-11)13(3,4)14-9-15/h5-8H,1H2,2-4H3	ZVEMLYIXBCTVOF-UHFFFAOYSA-N	CC(=C)C1=CC(=CC=C1)C(C)(C)N=C=O
2976	2095-03-06	Bis[4-(glycidyloxy)phenyl]methane	C19H20O4	2-[[4-[[4-(oxiran-2-ylmethoxy)phenyl]methyl]phenoxy]methyl]oxirane	InChI=1S/C19H20O4/c1-5-16(20-10-18-12-22-18)6-2-14(1)9-15-3-7-17(8-4-15)21-11-19-13-23-19/h1-8,18-19H,9-13H2	XUCHXOAWJMEFLF-UHFFFAOYSA-N	C(OC1=CC=C(CC2=CC=C(OCC3CO3)C=C2)C=C1)C1CO1
2977	2098-66-0	Cyproterone	C22H27ClO3		InChI=1S/C22H27ClO3/c1-11(24)22(26)7-5-14-12-9-18(23)17-10-19(25)13-8-16(13)21(17,3)15(12)4-6-20(14,22)2/h9-10,12-16,26H,4-8H2,1-3H3/t12-,13+,14-,15-,16-,20-,21-,22-/m0/s1	DUSHUSLJJMDGTE-ZJPMUUANSA-N	CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@]12C
2978	2100-42-7	2-Chloro-1,4-dimethoxybenzene	C8H9ClO2	2-chloro-1,4-dimethoxybenzene	InChI=1S/C8H9ClO2/c1-10-6-3-4-8(11-2)7(9)5-6/h3-5H,1-2H3	QMXZSRVFIWACJH-UHFFFAOYSA-N	COC1=CC=C(OC)C(Cl)=C1
2979	2104-09-08	2-Amino-4-(p-nitrophenyl)thiazole	C9H7N3O2S	4-(4-nitrophenyl)-1,3-thiazol-2-amine	InChI=1S/C9H7N3O2S/c10-9-11-8(5-15-9)6-1-3-7(4-2-6)12(13)14/h1-5H,(H2,10,11)	RIKJWJIWXCUKQV-UHFFFAOYSA-N	NC1=NC(=CS1)C1=CC=C(C=C1)[N+]([O-])=O
2980	2104-64-5	EPN	C14H14NO4PS	ethoxy-(4-nitrophenoxy)-phenyl-sulfanylidene-$l^{5}-phosphane	InChI=1S/C14H14NO4PS/c1-2-18-20(21,14-6-4-3-5-7-14)19-13-10-8-12(9-11-13)15(16)17/h3-11H,2H2,1H3	AIGRXSNSLVJMEA-UHFFFAOYSA-N	CCOP(=S)(OC1=CC=C(C=C1)[N+]([O-])=O)C1=CC=CC=C1
2981	2104-96-3	Bromofos	C8H8BrCl2O3PS	(4-bromo-2,5-dichlorophenoxy)-dimethoxy-sulfanylidene-$l^{5}-phosphane	InChI=1S/C8H8BrCl2O3PS/c1-12-15(16,13-2)14-8-4-6(10)5(9)3-7(8)11/h3-4H,1-2H3	NYQDCVLCJXRDSK-UHFFFAOYSA-N	COP(=S)(OC)OC1=C(Cl)C=C(Br)C(Cl)=C1
2982	2105-43-3	Fursultiamine hydrochloride	C17H27ClN4O3S2	N-[(4-amino-2-methylpyrimidin-5-yl)methyl]-N-[(E)-5-hydroxy-3-(oxolan-2-ylmethyldisulfanyl)pent-2-en-2-yl]formamide;hydrochloride	InChI=1S/C17H26N4O3S2.ClH/c1-12(16(5-6-22)26-25-10-15-4-3-7-24-15)21(11-23)9-14-8-19-13(2)20-17(14)18;/h8,11,15,22H,3-7,9-10H2,1-2H3,(H2,18,19,20);1H/b16-12+;	OPGOLNDOMSBSCW-CLNHMMGSSA-N	Cl.C\C(N(CC1=C(N)N=C(C)N=C1)C=O)=C(\CCO)SSCC1CCCO1
2983	210631-68-8	Topramezone	C16H17N3O5S	4-[3-(4,5-dihydro-1,2-oxazol-3-yl)-2-methyl-4-methylsulfonylbenzoyl]-2-methyl-1H-pyrazol-3-one	InChI=1S/C16H17N3O5S/c1-9-10(15(20)11-8-17-19(2)16(11)21)4-5-13(25(3,22)23)14(9)12-6-7-24-18-12/h4-5,8,17H,6-7H2,1-3H3	BPPVUXSMLBXYGG-UHFFFAOYSA-N	CN1N=CC(C(=O)C2=C(C)C(C3=NOCC3)=C(C=C2)S(C)(=O)=O)=C1O
2984	2107-69-9	5,6-Dimethoxy-1-indanone	C11H12O3	5,6-dimethoxy-2,3-dihydroinden-1-one	InChI=1S/C11H12O3/c1-13-10-5-7-3-4-9(12)8(7)6-11(10)14-2/h5-6H,3-4H2,1-2H3	IHMQOBPGHZFGLC-UHFFFAOYSA-N	COC1=CC2=C(C=C1OC)C(=O)CC2
2985	2107-76-8	5,7-Dihydroxy-4-methylcoumarin	C10H8O4	5,7-dihydroxy-4-methylchromen-2-one	InChI=1S/C10H8O4/c1-5-2-9(13)14-8-4-6(11)3-7(12)10(5)8/h2-4,11-12H,1H3	QNVWGEJMXOQQPM-UHFFFAOYSA-N	CC1=CC(=O)OC2=C1C(O)=CC(O)=C2
2986	210826-40-7	CP-456773	C20H24N2O5S	1-(1,2,3,5,6,7-hexahydro-s-indacen-4-yl)-3-[4-(2-hydroxypropan-2-yl)furan-2-yl]sulfonylurea	InChI=1S/C20H24N2O5S/c1-20(2,24)14-10-17(27-11-14)28(25,26)22-19(23)21-18-15-7-3-5-12(15)9-13-6-4-8-16(13)18/h9-11,24H,3-8H2,1-2H3,(H2,21,22,23)	HUUSXLKCTQDPGL-UHFFFAOYSA-N	CC(C)(O)C1=COC(=C1)S(=O)(=O)NC(=O)NC1=C2CCCC2=CC2=C1CCC2
2987	21087-64-9	Metribuzin	C8H14N4OS	4-amino-6-tert-butyl-3-methylsulfanyl-1,2,4-triazin-5-one	InChI=1S/C8H14N4OS/c1-8(2,3)5-6(13)12(9)7(14-4)11-10-5/h9H2,1-4H3	FOXFZRUHNHCZPX-UHFFFAOYSA-N	CSC1=NN=C(C(=O)N1N)C(C)(C)C
2988	210880-92-5	Clothianidin	C6H8ClN5O2S	1-[(2-chloro-1,3-thiazol-5-yl)methyl]-2-methyl-3-nitroguanidine	InChI=1S/C6H8ClN5O2S/c1-8-6(11-12(13)14)10-3-4-2-9-5(7)15-4/h2H,3H2,1H3,(H2,8,10,11)	PGOOBECODWQEAB-UHFFFAOYSA-N	CN\C(NCC1=CN=C(Cl)S1)=N/[N+]([O-])=O
2989	2110-18-1	2-(3-Phenylpropyl)pyridine	C14H15N	2-(3-phenylpropyl)pyridine	InChI=1S/C14H15N/c1-2-7-13(8-3-1)9-6-11-14-10-4-5-12-15-14/h1-5,7-8,10,12H,6,9,11H2	JJJPNTQYUJPWGQ-UHFFFAOYSA-N	C(CC1=CC=CC=C1)CC1=CC=CC=N1
2990	2113-57-7	3-Bromobiphenyl	C12H9Br	1-bromo-3-phenylbenzene	InChI=1S/C12H9Br/c13-12-8-4-7-11(9-12)10-5-2-1-3-6-10/h1-9H	USYQKCQEVBFJRP-UHFFFAOYSA-N	BrC1=CC=CC(=C1)C1=CC=CC=C1
2991	2113-61-3	4-Biphenylamine hydrochloride	C12H12ClN	4-phenylaniline;hydrochloride	InChI=1S/C12H11N.ClH/c13-12-8-6-11(7-9-12)10-4-2-1-3-5-10;/h1-9H,13H2;1H	GUHXYHYUBFCYGJ-UHFFFAOYSA-N	Cl.NC1=CC=C(C=C1)C1=CC=CC=C1
2992	2114-11-06	Allyl carbamate	C4H7NO2	prop-2-enyl carbamate	InChI=1S/C4H7NO2/c1-2-3-7-4(5)6/h2H,1,3H2,(H2,5,6)	OCAAZRFBJBEVPS-UHFFFAOYSA-N	NC(=O)OCC=C
2993	21145-77-7	6-Acetyl-1,1,2,4,4,7-hexamethyltetralin	C18H26O	1-(3,5,5,6,8,8-hexamethyl-6,7-dihydronaphthalen-2-yl)ethanone	InChI=1S/C18H26O/c1-11-8-16-15(9-14(11)13(3)19)17(4,5)10-12(2)18(16,6)7/h8-9,12H,10H2,1-7H3	DNRJTBAOUJJKDY-UHFFFAOYSA-N	CC1CC(C)(C)C2=C(C=C(C)C(=C2)C(C)=O)C1(C)C
2994	21187-98-4	Gliclazide	C15H21N3O3S	1-(3,3a,4,5,6,6a-hexahydro-1H-cyclopenta[c]pyrrol-2-yl)-3-(4-methylphenyl)sulfonylurea	InChI=1S/C15H21N3O3S/c1-11-5-7-14(8-6-11)22(20,21)17-15(19)16-18-9-12-3-2-4-13(12)10-18/h5-8,12-13H,2-4,9-10H2,1H3,(H2,16,17,19)	BOVGTQGAOIONJV-UHFFFAOYSA-N	CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CC2CCCC2C1
2995	211915-06-9	Dabigatran etexilate	C34H41N7O5	ethyl 3-[[2-[[4-[(E)-N'-hexoxycarbonylcarbamimidoyl]anilino]methyl]-1-methylbenzimidazole-5-carbonyl]-pyridin-2-ylamino]propanoate	InChI=1S/C34H41N7O5/c1-4-6-7-10-21-46-34(44)39-32(35)24-12-15-26(16-13-24)37-23-30-38-27-22-25(14-17-28(27)40(30)3)33(43)41(20-18-31(42)45-5-2)29-11-8-9-19-36-29/h8-9,11-17,19,22,37H,4-7,10,18,20-21,23H2,1-3H3,(H2,35,39,44)	KSGXQBZTULBEEQ-UHFFFAOYSA-N	CCCCCCOC(=O)\N=C(\N)C1=CC=C(NCC2=NC3=C(C=CC(=C3)C(=O)N(CCC(=O)OCC)C3=NC=CC=C3)N2C)C=C1
2996	212141-51-0	Vatalanib dihydrochloride	C20H17Cl3N4	N-(4-chlorophenyl)-4-(pyridin-4-ylmethyl)phthalazin-1-amine;dihydrochloride	InChI=1S/C20H15ClN4.2ClH/c21-15-5-7-16(8-6-15)23-20-18-4-2-1-3-17(18)19(24-25-20)13-14-9-11-22-12-10-14;;/h1-12H,13H2,(H,23,25);2*1H	AZUQEHCMDUSRLH-UHFFFAOYSA-N	Cl.Cl.ClC1=CC=C(NC2=C3C=CC=CC3=C(CC3=CC=NC=C3)N=N2)C=C1
2997	212141-54-3	Vatalanib	C20H15ClN4	N-(4-chlorophenyl)-4-(pyridin-4-ylmethyl)phthalazin-1-amine	InChI=1S/C20H15ClN4/c21-15-5-7-16(8-6-15)23-20-18-4-2-1-3-17(18)19(24-25-20)13-14-9-11-22-12-10-14/h1-12H,13H2,(H,23,25)	YCOYDOIWSSHVCK-UHFFFAOYSA-N	ClC1=CC=C(NC2=NN=C(CC3=CC=NC=C3)C3=C2C=CC=C3)C=C1
2998	21216-78-4	Anacolin	C22H28INO2	1-[(2,2-diphenyl-1,3-dioxolan-4-yl)methyl]-1-methylpiperidin-1-ium;iodide	InChI=1S/C22H28NO2.HI/c1-23(15-9-4-10-16-23)17-21-18-24-22(25-21,19-11-5-2-6-12-19)20-13-7-3-8-14-20;/h2-3,5-8,11-14,21H,4,9-10,15-18H2,1H3;1H/q+1;/p-1	NOXZRZKBAKQQAL-UHFFFAOYSA-M	[I-].C[N+]1(CC2COC(O2)(C2=CC=CC=C2)C2=CC=CC=C2)CCCCC1
2999	2122-70-5	Ethyl 1-naphthaleneacetate	C14H14O2	ethyl 2-naphthalen-1-ylacetate	InChI=1S/C14H14O2/c1-2-16-14(15)10-12-8-5-7-11-6-3-4-9-13(11)12/h3-9H,2,10H2,1H3	XIDPSKQLXKCVQN-UHFFFAOYSA-N	CCOC(=O)CC1=CC=CC2=C1C=CC=C2
3000	2122-86-3	5-(5-Nitro-2-furyl)-1,3,4-oxadiazole-2-ol	C6H3N3O5	5-(5-nitrofuran-2-yl)-3H-1,3,4-oxadiazol-2-one	InChI=1S/C6H3N3O5/c10-6-8-7-5(14-6)3-1-2-4(13-3)9(11)12/h1-2H,(H,8,10)	OWDANLZJJOCPBK-UHFFFAOYSA-N	OC1=NN=C(O1)C1=CC=C(O1)[N+]([O-])=O
3001	21221-18-1	Flazalone	C19H19F2NO2	(4-fluorophenyl)-[4-(4-fluorophenyl)-4-hydroxy-1-methylpiperidin-3-yl]methanone	InChI=1S/C19H19F2NO2/c1-22-11-10-19(24,14-4-8-16(21)9-5-14)17(12-22)18(23)13-2-6-15(20)7-3-13/h2-9,17,24H,10-12H2,1H3	PPQZABOURJVKNI-UHFFFAOYSA-N	CN1CCC(O)(C(C1)C(=O)C1=CC=C(F)C=C1)C1=CC=C(F)C=C1
3002	21228-13-7	Dorastine	C20H22ClN3	8-chloro-2-methyl-5-[2-(6-methylpyridin-3-yl)ethyl]-3,4-dihydro-1H-pyrido[4,3-b]indole	InChI=1S/C20H22ClN3/c1-14-3-4-15(12-22-14)7-10-24-19-6-5-16(21)11-17(19)18-13-23(2)9-8-20(18)24/h3-6,11-12H,7-10,13H2,1-2H3	WCTGYFWVYBPRGF-UHFFFAOYSA-N	CN1CCC2=C(C1)C1=C(C=CC(Cl)=C1)N2CCC1=CN=C(C)C=C1
3003	21245-01-2	Padimate	C14H21NO2	3-methylbutyl 4-(dimethylamino)benzoate	InChI=1S/C14H21NO2/c1-11(2)9-10-17-14(16)12-5-7-13(8-6-12)15(3)4/h5-8,11H,9-10H2,1-4H3	OFSAUHSCHWRZKM-UHFFFAOYSA-N	CC(C)CCOC(=O)C1=CC=C(C=C1)N(C)C
3004	21245-02-3	2-Ethylhexyl 4-(dimethylamino)benzoate	C17H27NO2	2-ethylhexyl 4-(dimethylamino)benzoate	InChI=1S/C17H27NO2/c1-5-7-8-14(6-2)13-20-17(19)15-9-11-16(12-10-15)18(3)4/h9-12,14H,5-8,13H2,1-4H3	WYWZRNAHINYAEF-UHFFFAOYSA-N	CCCCC(CC)COC(=O)C1=CC=C(C=C1)N(C)C
3005	21256-18-8	Oxaprozin	C18H15NO3	3-(4,5-diphenyl-1,3-oxazol-2-yl)propanoic acid	InChI=1S/C18H15NO3/c20-16(21)12-11-15-19-17(13-7-3-1-4-8-13)18(22-15)14-9-5-2-6-10-14/h1-10H,11-12H2,(H,20,21)	OFPXSFXSNFPTHF-UHFFFAOYSA-N	OC(=O)CCC1=NC(=C(O1)C1=CC=CC=C1)C1=CC=CC=C1
3006	212631-79-3	C.I. 1040	C17H14ClF2IN2O2	2-(2-chloro-4-iodoanilino)-N-(cyclopropylmethoxy)-3,4-difluorobenzamide	InChI=1S/C17H14ClF2IN2O2/c18-12-7-10(21)3-6-14(12)22-16-11(4-5-13(19)15(16)20)17(24)23-25-8-9-1-2-9/h3-7,9,22H,1-2,8H2,(H,23,24)	GFMMXOIFOQCCGU-UHFFFAOYSA-N	FC1=CC=C(C(=O)NOCC2CC2)C(NC2=CC=C(I)C=C2Cl)=C1F
3007	2127-01-07	Chlorexolone	C14H17ClN2O3S	6-chloro-2-cyclohexyl-3-oxo-1H-isoindole-5-sulfonamide	InChI=1S/C14H17ClN2O3S/c15-12-6-9-8-17(10-4-2-1-3-5-10)14(18)11(9)7-13(12)21(16,19)20/h6-7,10H,1-5,8H2,(H2,16,19,20)	VPMWFZKOWULPGT-UHFFFAOYSA-N	NS(=O)(=O)C1=CC2=C(CN(C3CCCCC3)C2=O)C=C1Cl
3008	21282-97-3	2-[Methacryloyloxy]ethyl acetoacetate	C10H14O5	2-(2-methylprop-2-enoyloxy)ethyl 3-oxobutanoate	InChI=1S/C10H14O5/c1-7(2)10(13)15-5-4-14-9(12)6-8(3)11/h1,4-6H2,2-3H3	IBDVWXAVKPRHCU-UHFFFAOYSA-N	CC(=O)CC(=O)OCCOC(=O)C(C)=C
3009	21285-46-1	(2E)-2,3-Dibromo-2-butene-1,4-diol	C4H6Br2O2	2,3-dibromobut-2-ene-1,4-diol	InChI=1S/C4H6Br2O2/c5-3(1-7)4(6)2-8/h7-8H,1-2H2	MELXIJRBKWTTJH-UHFFFAOYSA-N	OC\C(Br)=C(/Br)CO
3010	21312-10-7	N-Acetyl sulfamethoxazole	C12H13N3O4S	N-[4-[(5-methyl-1,2-oxazol-3-yl)sulfamoyl]phenyl]acetamide	InChI=1S/C12H13N3O4S/c1-8-7-12(14-19-8)15-20(17,18)11-5-3-10(4-6-11)13-9(2)16/h3-7H,1-2H3,(H,13,16)(H,14,15)	GXPIUNZCALHVBA-UHFFFAOYSA-N	CC(=O)NC1=CC=C(C=C1)S(=O)(=O)NC1=NOC(C)=C1
