100-02-7	SULT1A1; AMY2B
76-74-4	GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; CHRNA4; CHRNA7; GRIA2; GRIK2; GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B; NR1I2
76-75-5	GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; CHRNA4; CHRNA7; GRIA2; GRIK2; FAAH; CHRM3
76-99-3	OPRM1; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B; OPRD1; HTR3A; CHRNA7; CHRNA3; CHRNA4; CHRNB2
7601-55-0	CHRNA2
762-04-9	BCHE; fbpC
76334-36-6	mmoX
76343-93-6	ACTA1; GSN; 
76343-94-7	ACTA1; MKL1; SPIRE2
76385-49-4	hemB
76420-72-9	ACE; BDKRB1
76470-66-1	pbp3; pbpA
7648-98-8	ACHE
76547-98-3	ACE; REN
7659-29-2	COMT
766-93-8	ADH1C; ADH4
7660-25-5	lecB
7665-99-8	PDE2A; HCN2; PRKAR1A
767-69-1	ptd
76712-82-8	GNRHR
768-94-5	M; GRIN3A; CHRNA7; DRD2; CHRNA4; CHRNA3
76824-35-6	HRH2
7683-59-2	ADRB1; ADRB2; ADRB3; MAPK1; PIK3R1; PIK3R2; PIK3R3; PDE4; SOD1
7689-03-4	TOP1
76963-41-2	HRH2
77-02-1	GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; CHRNA4; CHRNA7; GRIA2; GRIK2
77-06-5	AADACL2
77-07-6	OPRM1; OPRD1; OPRK1
77-09-8	UGT1A9; NR1I2; NR1I3; ESR1; SHBG
77-10-1	GRIN3A; SIGMAR1
77-19-0	CHRM1; CHRM2
77-21-4	GABRA1; GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ
77-26-9	GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; CHRNA4; CHRNA7; GRIA2; GRIK2; GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ
77-27-0	GABRA1; KCNJ8; KCNJ11
77-28-1	GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; CHRNA4; CHRNA7; GRIA2; GRIK2
77-36-1	SLC12A1; CA1
77-37-2	CHRM1; CHRM2; CHRM4; CHRM3
77-41-8	CACNA1G
77-67-8	CACNA1G
77-86-1	lytA; cc4; CANT1; nlpI; dps; ; NEIL1; ctxB; AMD1; bioB; VEGFA; pgl; DCN
77-92-9	eda; mobA; fumC; pgl; nfsB; gag-pro-pol; IL4I1; MIF; CTDSP1; dxr; trpA; nedA; ; HGS; ; ITEVIR; 12; MDH2; purE; rplD; CPB1; ; ; bfrA; sspA; cit; rtcA; LSM6; PLEKHA1; fbpA; ftsY; nadD; nusB; C8G; nrdF; glnA1; glnA1; gltA; ; ftsZ; APRT; ANG; rmlA; blm; ; UCK2; TNFSF13B; yfiH; BHMT; rpiA; trpS; guaA; AKR1B1; ITPA; CS; 17; HS3ST3A1; ; PDE5A; pcaB; SRC; pdc; RNASE1; icd; GNMT; RNASE3; penP
77337-76-9	GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B; GRM5
77498-98-7	ampC
7757-82-6	CA2; CA1
7761-45-7	HNMT
77671-31-9	PDE3A
7774-29-0	SULT2A1
7782-44-7	MT-CO1; NOX1
78-40-0	opd; opd; TP53
78-44-4	GABRA1; GABRB2; GABRG2; GABRA5; GABRA3
78-87-5	linB
78-98-8	PLA2G1B
78038-43-4	hheC
78110-38-0	pbpC; ampC
78111-17-8	PPP1CC
781649-09-0	CALCA; CALCB; CALCRL
78218-09-4	TBXAS1
78281-72-8	PTGS1; PTGS2
783355-60-2	HDAC1
78415-72-2	PDE3A
78628-28-1	HRH2
78755-81-4	GABRA1; GABRG2; GABRA5; GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ
78919-13-8	PTGIR; PTGER1; PDE4A; PDE4B; PDE4C; PDE4D; PLAT; PTGDR2
79-08-3	PTGS1
79-09-4	cpo; GPHN; cumD; alr
79-10-7	bla
79-14-1	G6PD; thiO
79-17-4	NOS2; AKR1B1; TIMP3
79-31-2	cumD
79-43-6	PDK1; GSTZ1
79-57-2	rpsI; rpsD
79-63-0	LSS
791-35-5	HRH1
79350-37-1	mrdA
794466-70-9	SCN5A; KCNA5; KCND3; KCNH2
79516-68-0	HRH1; NTSR2
79617-96-2	SLC6A4; SLC6A3; PGRMC1; SIGMAR1; SLC6A2; SLC29A4
79660-72-3	TOP2A; gyrA; parC
797-63-7	PGR; SRD5A1; ESR1; AR; SHBG; NR3C1
79794-75-5	HRH1; KCNH2
79902-63-9	HMGCR; ITGAL; HDAC2
80-05-7	ESRRG
80-08-0	folP2; folP1
80-49-9	CHRM2; CHRM1; CHRM4; CHRM5; CHRM3
80-50-2	CHRM1; CHRM2; CHRM3
80-77-3	TSPO
80012-43-7	HRH1; HRH2; ADRA1A; ADRA2A; HTR2A; HTR7
80125-14-0	DRD2; DRD4; DRD3; HTR2A; SIGMAR1
80210-62-4	ftsI
80214-83-1	rplJ; ABCB1
80474-14-2	NR3C1; PGR; PLA2G4A; NR3C2
80573-04-2	PPARG; PTGS2; PTGS1; ALOX5
80621-81-4	rpoB; NR1I2
8065-29-0	THRA; THRB
808-48-0	NR3C2
808118-40-3	EGLN1; EGLN2; EGLN3
81-07-2	CA3
81-24-3	CEL; FABP6; NR1H4
81-25-4	FECH; ADH1C; ESRRG; FABP6; COX4I1; MT-CO1; MT-CO2; MT-CO3; COX5A; COX5B; COX6C; COX7B; COX7C; COX8A; COX6A2; COX6B1; COX7A1; PLA2G1B; CES1; DKFZp686P18130; cbh; NR1H4; GPBAR1
81-61-8	CSNK2A1
81-81-2	VKORC1; NR1I2
81093-37-0	HMGCR; HDAC2
81098-60-4	HTR4; HTR3A; HTR2A; KCNH2
81103-11-9	rplJ; KCNH2; SLCO1B1; SLCO1B3
81147-92-4	ADRB1
81267-65-4	ENOX2
813-94-5	CASR; CALR; CIB1; PDCD6; SRI; CHP1; SPARC; CANX; FBN2; S100B; CASQ2; RGN; PEF1; S100A6; TPT1; CIB2; S100A13; CASQ1; NUCB1; NUCB2; CALM1; FBN3; GCA; CADPS; CALM2; CALM3; S100A16; CALB2; CAPS; CADPS2; CALR3; NRXN1; NCS1
81403-80-7	ADRA1A; ADRA1B; ADRA1D; KCNH2
81409-90-7	DRD2; HTR2B; DRD3; HTR2A; ADRA2B; HTR1D; DRD4; ADRA2A; HTR1A; ADRA2C; DRD5; DRD1; HTR1B; HTR2C; HTR7; ADRA1A; ADRA1B; ADRA1D; ADRB1; ADRB2; DRD1; DRD5
81525-10-2	F2; F10; F12; PRSS1; KLK1; ICAM1
81732-65-2	ADRB2
81872-10-8	ACE
81918-99-2	IVD
82-76-8	murA; S100A7
82-88-2	HRH1
82-92-8	HRH1; SULT1E1
82-93-9	HRH1
82-95-1	HRH1; CHRM1
82009-34-5	DPEP1
82079-32-1	fabB; kasA
822-36-6	CA2; MB; CA5A
82410-32-0	; TK
82419-36-1	parC; gyrA; TOP2A
82626-48-0	GABRA1; GABRA2; GABRA3; GABRG2
82834-16-0	ACE; SFRP4
82857-69-0	udp; UPP1
829-74-3	ADRA2A; ADRA2B; ADRA2C
83-12-5	VKORC1
83-43-2	NR3C1; ANXA1
83-44-3	ksi; ppcA; EFTUD1; cbh; aldA; acrB; ctaD; ctaC; NR1H4; GSTP1; GPBAR1
83-67-0	ADORA1; ADORA2A; PDE4B
83-88-5	RFK; ribC; BLVRB
83-89-6	PLA2G6; PLA2G4A; PLCL1
83-98-7	GRIN2D; GRIN1; GRIN3B; GRIN3A; HRH1; SLC6A2; SCN10A
830-96-6	aspC; tyrB; PLA2G2E
83015-26-3	SLC6A2; SLC6A4; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B; KCNJ3; OPRK1
83150-76-9	SSTR1; SSTR5; SSTR2
83366-66-9	HTR2A; HTR2C; SLC6A4; HTR1A; SLC6A2; SLC6A3; ADRA1B; ADRA2A; ADRA1A; KCNH2
834153-87-6	GNRHR
83480-29-9	MGAM
835-31-4	ADRA2A; ADRA1A
835619-41-5	NCOA1; PPARA; PPARD; PPARG
835876-32-9	fabF
83643-88-3	GRIA2
83647-97-6	ACE
83799-24-0	HRH1
83881-51-0	HRH1
83905-01-5	PADI4
839712-12-8	DRD3; DRD2; HTR1A; HTR2B; HTR2A; HRH1
839713-36-9	HTR2A
84-16-2	AKR1C1; ESR1; NR1I2; NR1I3
84-22-0	ADRA1A
84-52-6	RNASE1
84-80-0	GGCX; BGLAP
84-96-8	HRH1
840486-93-3	GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRG1; GABRG2; GABRG3
84057-84-1	CACNA1E; SCN1A; SCN10A; SCN11A; SCN2A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A; SCN9A; ADORA1; ADORA2A; ADRA1A; ADRA2A; ADRB1; DRD1; DRD5; DRD2; GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRG1; GABRG2; GABRG3; HRH1; OPRK1; CHRNA1; HTR2A; HTR3A; GRIA1
84057-95-4	SCN10A
841290-80-0	SYK
84166-13-2	NQO1; GSTP1
842131-33-3	GHSR
842133-18-0	SLC5A2
84225-95-6	DRD2
843-55-0	ESRRG
843663-66-1	atpE
84371-65-3	PGR; NR3C1; KLK3; NR1I2
844442-38-2	CDK2; CDK1
84449-90-1	ESR1; ESR2; SERPINB9; TFF1
84477-87-2	PRKACA; PKIA
846-46-8	HSD17B1; ksi
846-48-0	AR
846-49-1	GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ; TSPO
846-50-4	GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRG1; GABRG2; GABRG3; GABRD; GABRE; GABRP; GABRR1; GABRR2; GABRR3; GABRQ; TSPO; GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ
84625-61-6	CYP51A1; ERG11
847353-30-4	GABBR1; GABBR2
849217-68-1	MET; KDR; RET
85-32-5	GUK1; pleD; 43; DLG4; GMPR; PDE5A; HINT1; ATIC; pyrR; purF; TGM3; gpt; cobU; purF
85-61-0	acs; DBI; frc; CRAT; caiB; pflB; glcB; mvaA; coaD; acpS; paiA; aacC1; lacA; HMGCR; fadR; KAT5; dapD; ACAT2; phbA; vatD; CS; fabH; frc; ; coaA; rimL; yvbK; ; ; ; fabH; mshD; KAT2A; ; KAT2B; menB; cit; aac; aac(6')-Ii; sfp; ; cysE; gltA; fcbC; glmU
85-79-0	SCN10A; SCN5A; CALM1
85-94-9	RNASE1
850140-72-6	EGFR; ERBB2; ERBB4
850649-61-5	DPP4
850879-09-3	KIT; MET; RET; PDGFRA; FLT3; RAD51
851199-59-2	GUCY2C
852329-66-9	DPP4
85416-73-5	PDE4D; PDE4B
85441-61-8	ACE
854601-70-0	OPRM1
85721-33-1	parC; gyrA; TOP2A; KCNH2; gyrA; parC; parE; gyrA; mdtK; ; gyrA
86-01-1	RAB5A; engB; P2; UCKL1; HRAS; ; RND3; ; RHEB; folE; PFKFB1; ; ; ARF1; mobA; odcI; GLUD1; ADSSL1; RAP2A
86-13-5	CHRM1; SLC6A3; HRH1; SLC6A4; SLC6A2
86-21-5	HRH1; NR1I3; HRH4
86-22-6	HRH1; CHRM1; CHRM2; CHRM3; CHRM4; CHRM5
86-35-1	SCN5A; NR1I2
86-42-0	HNMT
86-43-1	SCN1A; SCN10A; SCN11A; SCN2A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A; SCN9A
86-54-4	AOC3; P4HA1; HIF1A
86-74-8	carAc; carAa
86-87-3	SKP1
86029-43-8	CHRNA2
863031-21-4	AGTR1
86386-73-4	ERG11
864821-90-9	OPRM1; OPRD1; OPRK1
865-21-4	TUBA1A; TUBB; TUBD1; TUBG1; TUBE1; JUN
86541-75-5	ACE
865854-05-3	GSK3B
86639-52-3	TOP1
866405-64-3	ACVR1; FKBP1A
867331-82-6	FLT1; KDR; FLT4; CSK
86780-90-7	CACNA1C; CACNA1D; CACNA1F; CACNA1S; ADRA1A; ADRA1B; ADRA1D; ADRA2A; ADRA2B; ADRA2C
868540-17-4	PSMB5; PSMB8; PSMB1; PSMB9; PSMB2; PSMB10
86855-26-7	PPT1
869185-19-3	CHRM1; CHRM2; CHRM3; CHRM4; CHRM5
869357-68-6	MAP3K1
869363-13-3	AURKA
869490-23-3	DPP4
869884-78-6	RRBP1; NIP7
87-08-1	pbpA; mecA; dacB; ; SLC15A1
87-33-2	NPR1
87-51-4	PLA2G2E; SKP1; CCBL1
87-73-0	gudD
87-99-0	xylA; xylA; xylA; xylA; 
870281-82-6	PIK3CD
87051-43-2	HTR2A
870843-42-8	APH1A; PSENEN
871700-17-3	MAP2K1; MAP2K2
87233-61-2	HRH1
872363-17-2	GRM5
873-75-6	ADH1C
873054-44-5	CFTR
87333-19-5	ACE; BDKRB1
87679-37-6	ACE
877399-52-5	ALK; MET
87848-99-5	HRH1
879-37-8	aauA; aauB
879085-55-9	SMO
88-58-4	ATP2A1
88-89-1	onr
88-99-3	nadC; ESR1; PGR; ESR2; PPARA; PPARD; PPARG; RXRA; RXRB; RXRG
88040-23-7	mrdA; ftsI; pbpB; pbpA
88150-42-9	CACNA1C; CACNA1B; CACNB1; CACNA2D3; CA1; SMPD1; CACNA1I; CACNA1B; CACNA1B
882757-24-6	FBP1
88495-63-0	EXP-1
886-50-0	pufC; puhA; pufL; pufM; pufL; pufM; puhA
88768-40-5	ACE
89-00-9	nadC; nadC
89-05-4	fumC
89-57-6	PTGS2; PTGS1; ALOX5; PPARG; CHUK; IKBKB; MPO; nat
89-86-1	pobA; pobA
89365-50-4	ADRB2; ADRB1; ADRB3
89458-19-5	PNP
895542-09-3	RARG; RARB; RARA
89565-68-4	HTR3A
897-06-3	onr
89778-26-7	ESR1; SHBG
89786-04-9	bla; ; bla
89796-99-6	PTGS2; PTGS1
89987-06-4	ATP6V1A; PTPN1
90-05-1	ALB
90-33-5	assT
90-34-6	KRT7; NQO2
90-69-7	CHRNA9; CHRNA10; CHRNA7
90-80-2	LCT
90-82-4	SLC6A2; SLC6A3; ADRA1A; ADRA2A; SLC6A4; ADRB2; ADRB1; NFATC1; TNF; NFKB1; ATF1; ATF2; ATF3; ATF4; ATF5; ATF6; ATF7; JDP2; FOS; JUN; IL2
90-84-6	SLC6A2; SLC6A3
90-89-1	ALOX5; PTGS1
90101-16-9	PTGS1; PTGS2
902-04-5	1; thyA
9036-19-5	TNNC2
90417-38-2	PARP1
905854-02-6	MET
906673-24-3	PDE4A; PDE4B; PDE4C; PDE4D
9076-44-2	pam
91-33-8	SLC12A3; CA1; CA2; CA4; CA9; CA12
91-56-5	MAOB
91-64-5	CYP2A6
91-75-8	HRH1
91-81-6	HRH1
91-84-9	HRH1
911-45-5	ESR1; SHBG
91161-71-6	ERG1; SQLE
912444-00-9	PARP1; PARP2
913611-97-9	HTR1A; DRD2; HTR2A; ADRA2C; ADRA1B
91374-21-9	DRD3; DRD4; ADRA1A; ADRA1B; ADRA1D; ADRA2A; ADRA2B; ADRA2C; DRD2
915-30-0	OPRM1; OPRD1
915087-33-1	AR
91714-94-2	PTGS2; PTGS1
917389-32-3	TRM1; TRM2; TRM3
91832-40-5	penA; pbp3; MPO
918504-65-1	BRAF
918505-84-7	BRAF
92-05-7	doxG
92-13-7	CHRM3; CHRM1; CHRM2; CHRM4
92-62-6	F2; qacR; lfrR
92047-76-2	MAEA; CD163
921-01-7	CPA1
921-62-0	PGD; GPI; gntK
92175-57-0	LTA4H
923-27-3	dadX; lysA
923-61-5	RHO
925-91-7	MB
926037-48-1	ABL1
92623-85-3	SLC6A4; SLC6A2; GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B
92665-29-7	ponA; pbpX; penA
929016-96-6	HDAC1; HDAC2; HDAC3; HDAC6
93-10-7	gag-pol
93-14-1	GRIN1; GRIN2A; GRIN2B; GRIN2C; GRIN2D; GRIN3A; GRIN3B
932-52-5	RNASE1
93221-48-8	ADRB1
93390-81-9	SCN5A
93413-62-8	SLC6A2; SLC6A4; SLC6A3
93413-69-5	SLC6A4; SLC6A2; SLC6A3
934660-93-2	MAP2K1
93479-97-1	KCNJ11; KCNJ1; ABCC8
936091-26-8	JAK2; FLT3; JAK1
936563-96-1	BTK
936727-05-8	CFTR
93957-54-1	HMGCR; HDAC2
94-07-5	ADRA1A; ADRA1B; ADRA1D
94-09-7	SCN10A
94-20-2	ABCC8
94-24-6	RYR1; RYR2; SCN1A; SCN10A; SCN11A; SCN2A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A; SCN9A
94-62-2	NR1I2
94-78-0	SCN1A
941678-49-5	JAK1; JAK2
941690-55-7	TACR3
943319-70-8	ABL1; BCR; KIT; RET; TEK; FLT3; FGFR1; FGFR2; FGFR3; FGFR4; LCK; SRC; LYN; KDR; PDGFRA
94497-51-5	RARA; RARB
947-73-9	eryF
95-25-0	KCNMA1
95-55-6	cobT
95-56-7	thyA
95-57-8	MAPK14
95-64-7	cobT
95-65-8	cobT
95-78-3	cobT
95-84-1	cobT
95058-81-4	RRM1; TYMS; CMPK1
950769-58-1	FLT3
951-77-9	aphA; TK2; DCK
951-78-0	udp; thyA
95233-18-4	MT-CYB; ; DHODH
955365-80-7	WEE1
956104-40-8	AR; GABRA1; GABRA2; GABRA3; GABRA4; GABRA5; GABRA6; GABRB1; GABRB2; GABRB3; GABRD; GABRE; GABRG1; GABRG2; GABRG3; GABRP; GABRQ
95635-55-5	SCN1A; SCN10A; SCN11A; SCN2A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A; SCN9A; SCN1B; SCN2B; SCN3B; SCN4B; KCNJ12; KCNJ14; KCNJ2; KCNJ4; CACNA1C; CACNA1D; CACNA1F; CACNA1S; CACNB1; CACNB2; CACNB3; CACNB4; ADRA1A; ADRA1B; ADRA1D; ADRB1
956697-53-3	SMO
95977-29-0	ACACB
96-26-4	dhaK
96-48-0	nagJ
96-88-8	SCN10A
96036-03-2	dacB
96187-53-0	DHODH
96346-61-1	NR3C1; ADGRD1
964-26-1	THYA; dut; thyA; thyA; TYMS; thyX; pol; dut
965-93-5	PGR; AR; NCOA2; NR3C2
968-81-0	KCNJ1
968-93-4	CYP19A1
96829-58-2	PNLIP; LIPF; FASN
96914-00-0	
97-00-7	MGMT; GSTP1
97-53-0	ESR1; ESR2; AR; TRPV3
97-69-8	AKR1B1
97-77-8	ALDH2; DBH
97011-16-0	chiB
972-02-1	CHRM1; CHRM3; CHRM2
97240-79-4	GABRA1; SCN1A; SCN10A; SCN11A; SCN2A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A; SCN9A; GRIK1; GRIK2; GRIK3; GRIK4; GRIK5; CA2; CA4; CA1; CA3; CACNA1C; CACNA1D; CACNA1F; CACNA1S; CACNB1; CACNB2; CACNB3; CACNB4; CACNA1E
97322-87-7	PPARG; ACSL4; SERPINE1; SLC29A1; ESRRG; ESRRA; PPARD; PPARA; GSTP1
97519-39-6	ftsI; mrcA; mrcB; mrdA
97682-44-5	TOP1; TOP1MT
977-79-7	PGR
979-92-0	prmC; PAPS; cbiF; PCMT1; ; PNMT; cmaA2; rsrIM; prmC; PRMT3; HNMT; rsmH; ermC'; TRDMT1; GNMT; trmL; pvuIIM; DAM; pcaA; PRMT1; cysG; hhaIM; SETD7; trmD; mmaA2; DPH5; rdmB; trmD; cobA; ; cheR; taqIM; pcm; COMTD1; dnrK; GAMT
98-50-0	LYZ
98-79-3	VEGFA; AMY2A; IGLC1; ; TFF2; cycA; ADAM28; ; nir; KRTAP5-2; HCRT; CCL8; ; AMY2B; ANG; cslB; AMY1A
98-80-6	cocE
98-86-2	radh
98-92-0	eta; LDHA; PARP1; SIRT5; BST1
98-96-4	fas
98007-99-9	ESR2
98048-97-6	ACE
98079-51-7	parC; gyrA; TOP2A
98319-26-7	SRD5A2; SRD5A1; AKR1D1
98524-87-9	
98651-66-2	NR3C1
98774-23-3	ABCB1; HRH1
989-38-8	qacR; acrB
989-51-5	AHR; DNMT1; DHFRL1
99-14-9	ACO2
99-43-4	SCN10A
99-65-0	manA
99-66-1	ACADSB; HDAC9; OGDH; ALDH5A1; SCN1A; SCN10A; SCN11A; SCN2A; SCN3A; SCN4A; SCN5A; SCN7A; SCN8A; SCN9A; SCN1B; SCN2B; SCN3B; SCN4B; HDAC2; PPARA; PPARD; PPARG
99-88-7	CELA1
99-96-7	fcbC; pobA; ubiC; pobA
99011-02-6	TLR7; TLR8
992-21-2	rpsI; rpsD
99592-32-2	ERG11
99614-02-5	HTR3A; HTR4; OPRM1; HTR1A; HTR1B
99755-59-6	DRD3; DRD4; DRD5; DRD2; DRD1; HTR1A; ADRA2B
